단어,빈도,비율(%)
송장상,1,0.01
수도꼭지,1,0.01
누수가,1,0.01
천처럼,1,0.01
상품수령예정일이,1,0.01
20이었는데,1,0.01
상품정보를,1,0.01
올라와서,1,0.01
좋아했다,1,0.01
이전에도,1,0.01
좋아,1,0.01
최악이다,1,0.01
키트로,1,0.01
편안함만,1,0.01
가상,1,0.01
주석만,1,0.01
어려움과,1,0.01
오프너,1,0.01
놀라운,1,0.01
붙여놓고,1,0.01
열려고,1,0.01
틈새에,1,0.01
발행했는데도,1,0.01
체계적이고,1,0.01
웹사이트라고,1,0.01
비율,1,0.01
평가하고,1,0.01
04까지였는데,1,0.01
팔걸이,1,0.01
회전의자를,1,0.01
요구사항에,1,0.01
미치고,1,0.01
목적을,1,0.01
타협합니다,1,0.01
서비스에서,1,0.01
대답도,1,0.01
화장품이,1,0.01
10x,1,0.01
미러와는,1,0.01
결제금액의,1,0.01
프로방스,1,0.01
거실에,1,0.01
놓기,1,0.01
hp670xl,1,0.01
항의했고,1,0.01
살균기는,1,0.01
권장됩니다,1,0.01
확인합니다,1,0.01
ml,1,0.01
남겨두셨네요,1,0.01
웅크려서,1,0.01
목욕용,1,0.01
100을,1,0.01
레알에,1,0.01
미국인과,1,0.01
함께라면,1,0.01
상점,1,0.01
쓰레기에,1,0.01
알림,1,0.01
연필,1,0.01
데스크,1,0.01
정리함,1,0.01
배송조회에는,1,0.01
유리병,1,0.01
7리터,1,0.01
스피커,1,0.01
10인치,1,0.01
중저음,1,0.01
8ohms,1,0.01
400w,1,0.01
rms,1,0.01
qvs,1,0.01
10mgs400,1,0.01
수령했습니다,1,0.01
별하나,1,0.01
품질이어야,1,0.01
stores는,1,0.01
제품명에는,1,0.01
와셔교반기가,1,0.01
정품임이,1,0.01
분명하고,1,0.01
타사에서,1,0.01
병행제품입니다,1,0.01
불균형하고,1,0.01
기관이,1,0.01
비용으로,1,0.01
불타버릴,1,0.01
마모를,1,0.01
모으는,1,0.01
요일을,1,0.01
부품만,1,0.01
것인가,1,0.01
믿었습니다,1,0.01
담근,1,0.01
설명서를,1,0.01
적셔서,1,0.01
분수대를,1,0.01
더럽혔습니다,1,0.01
묻지도,1,0.01
했다고,1,0.01
기억도,1,0.01
셀과,1,0.01
충전해,1,0.01
두었는데,1,0.01
실수였다고,1,0.01
1개왔네요,1,0.01
선물용이었어요,1,0.01
요청해도,1,0.01
창피,1,0.01
부조리와,1,0.01
게시물이,1,0.01
반품하기를,1,0.01
만들어진다는,1,0.01
저한테만,1,0.01
못했는지,1,0.01
운전자,1,0.01
허용했는데,1,0.01
운명을,1,0.01
02를,1,0.01
휴고보스,1,0.01
에너자이즈,1,0.01
향수에는,1,0.01
향이나,1,0.01
저렴해야,1,0.01
상품가격과,1,0.01
같거나,1,0.01
체계적으로,1,0.01
정리하세요,1,0.01
처음이어서,1,0.01
구입하기가,1,0.01
어렵다는,1,0.01
소매점들이,1,0.01
blumenau의,1,0.01
원산지로,1,0.01
가져가라고,1,0.01
알려주십시오,1,0.01
신고할,1,0.01
선반에는,1,0.01
구입합니다,1,0.01
작업은,1,0.01
민첩성에,1,0.01
달려,1,0.01
평생,1,0.01
물건인데,1,0.01
3일인데,1,0.01
이뤄질,1,0.01
콘도미니엄,1,0.01
관리자입니다,1,0.01
였고,1,0.01
찌그러졌는데도,1,0.01
협박해서,1,0.01
등록했는데,1,0.01
지연되거나,1,0.01
있는지조차,1,0.01
sac에서도,1,0.01
싱크대에,1,0.01
꿈을,1,0.01
꾸고있었습니다,1,0.01
잘못인지,1,0.01
4x용,1,0.01
4용으로,1,0.01
제품이랑,1,0.01
총사가,1,0.01
끌리고,1,0.01
스몰,1,0.01
노르딕,1,0.01
더블베드,1,0.01
배신자에게,1,0.01
이런거,1,0.01
취소해달라고,1,0.01
취소도,1,0.01
나올때,1,0.01
하트,1,0.01
장식이,1,0.01
시트와,1,0.01
시트였습니다,1,0.01
leila,1,0.01
fletcher,1,0.01
악보집,1,0.01
1권을,1,0.01
2권을,1,0.01
오디오가,1,0.01
사운드가,1,0.01
흐릿하게,1,0.01
들리는,1,0.01
볼륨을,1,0.01
최대로,1,0.01
올려도,1,0.01
들리지,1,0.01
첫째,1,0.01
수령하지도,1,0.01
언급도,1,0.01
없이요,1,0.01
기준에,1,0.01
취해지기를,1,0.01
25에,1,0.01
이벤트가,1,0.01
배송합니다,1,0.01
테이블러너를,1,0.01
활주로를,1,0.01
닮은,1,0.01
걸레를,1,0.01
깨닫기,1,0.01
필요조차,1,0.01
환불받을,1,0.01
재배송에,1,0.01
부엉이시계만,1,0.01
스포츠,1,0.01
상품배송됨,1,0.01
근거도,1,0.01
그러지,1,0.01
생일에,1,0.01
모델에만,1,0.01
적합합니다,1,0.01
가족,1,0.01
블랙프라이데이,1,0.01
부득이하게,1,0.01
로마숫자,1,0.01
4는,1,0.01
iiii로,1,0.01
쓰여집니다,1,0.01
일이었고,1,0.01
프로토콜과,1,0.01
못미쳤네요,1,0.01
국내에,1,0.01
휘발유가,1,0.01
부족해서였을,1,0.01
있겠지만,1,0.01
인퓨저가,1,0.01
주전자,1,0.01
spf,1,0.01
핸드크림이,1,0.01
고객님이셔서,1,0.01
구매하신다고,1,0.01
구매해본,1,0.01
같다고,1,0.01
오랜만에,1,0.01
칵티네아,1,0.01
500mg이었는데,1,0.01
보고서의,1,0.01
가짜가,1,0.01
거부했습니다,1,0.01
통제되지,1,0.01
콘솔과,1,0.01
케이블만,1,0.01
코와,1,0.01
다리에,1,0.01
종이인,1,0.01
분들에게,1,0.01
추천하겠습니다,1,0.01
일등급,1,0.01
뒷면에,1,0.01
용접부,1,0.01
무스가,1,0.01
교환하지,1,0.01
세트도,1,0.01
2001년,1,0.01
19월,1,0.01
보충제를,1,0.01
건강에,1,0.01
받아들임으로써,1,0.01
잃습니다,1,0.01
표시되었지만,1,0.01
25불이라,1,0.01
기다리세요,1,0.01
6병을,1,0.01
2달전에,1,0.01
천년이,1,0.01
공급자는,1,0.01
휴대전화에,1,0.01
많아요,1,0.01
2장이,1,0.01
1장이,1,0.01
캐릭터,1,0.01
연락조차,1,0.01
느꼈어요,1,0.01
남기겠습니다,1,0.01
가격부터,1,0.01
낮을,1,0.01
상상은,1,0.01
조금씩,1,0.01
꾸준히,1,0.01
알리지도,1,0.01
다신,1,0.01
사지도,1,0.01
소재였습니다,1,0.01
아름다웠는데,1,0.01
막상,1,0.01
아쉽더라구요,1,0.01
사람들에게는,1,0.01
일어납니다,1,0.01
사이즈의,1,0.01
킹이,1,0.01
베개와,1,0.01
우편물은,1,0.01
지퍼,1,0.01
만족스러울,1,0.01
포장되었음에도,1,0.01
보관되었다고,1,0.01
생각할,1,0.01
파운데이션,1,0.01
방울을,1,0.01
원래가,1,0.01
튜브에,1,0.01
담았습니다,1,0.01
보증에,1,0.01
돌아왔고,1,0.01
제조업체,1,0.01
정의와,1,0.01
네트워크는,1,0.01
필요한가,1,0.01
조사한,1,0.01
구입시,1,0.01
테스터,1,0.01
비뚤어졌습니다,1,0.01
칭링제품,1,0.01
배터리로는,1,0.01
댓글을,1,0.01
못봤네요,1,0.01
달을,1,0.01
게시되었으며,1,0.01
felpudas,1,0.01
팔렸다면,1,0.01
형편없게,1,0.01
만들어졌을,1,0.01
설정했는데,1,0.01
멈추고,1,0.01
진품이,1,0.01
광고라는,1,0.01
발표는,1,0.01
불만사항이,1,0.01
재평가해,1,0.01
그것과는,1,0.01
푸른,1,0.01
현장에서,1,0.01
수령되지,1,0.01
얘기해서,1,0.01
거기에만,1,0.01
춤추고,1,0.01
접촉하지,1,0.01
불평하고,1,0.01
조금도,1,0.01
주인에게,1,0.01
세심하게,1,0.01
배려해,1,0.01
잔마다,1,0.01
하셨습니다,1,0.01
나누기,1,0.01
최선을,1,0.01
다하고,1,0.01
없었어,1,0.01
커버에는,1,0.01
딱딱한,1,0.01
붙이겠습니다만,1,0.01
저한테는,1,0.01
4개로,1,0.01
주실,1,0.01
salvador,1,0.01
ba,1,0.01
소포가,1,0.01
샤프너를,1,0.01
지역이나,1,0.01
동네에도,1,0.01
배송하거나,1,0.01
대금이,1,0.01
결제되었기,1,0.01
청구되었으며,1,0.01
그렇겠죠,1,0.01
저번달부터,1,0.01
상품취소를,1,0.01
하고싶어서,1,0.01
안뜯었는데,1,0.01
금액만,1,0.01
이미지의,1,0.01
결제하지,1,0.01
배송요청했는데,1,0.01
들어요,1,0.01
짧고,1,0.01
조인,1,0.01
팽팽하게,1,0.01
밀리,1,0.01
그날부터,1,0.01
중이었던,1,0.01
londrina,1,0.01
rj까지,1,0.01
이미지에서,1,0.01
caloi,1,0.01
공장에,1,0.01
편지와,1,0.01
선물만,1,0.01
언제인지,1,0.01
청구할,1,0.01
우산,1,0.01
교환방법,1,0.01
제안에,1,0.01
외관이,1,0.01
허리케인이,1,0.01
머드가드가,1,0.01
해당하고,1,0.01
마가린,1,0.01
병과,1,0.01
제품이기,1,0.01
실망하고,1,0.01
나에,1,0.01
잃어버린,1,0.01
게시된,1,0.01
관심조차,1,0.01
클릭을,1,0.01
강요하기,1,0.01
별표,1,0.01
않습니다만,1,0.01
평판을,1,0.01
조사해본,1,0.01
부정적이어서,1,0.01
남을까봐,1,0.01
모양인지,1,0.01
세탁하지,1,0.01
2일이었고,1,0.01
6일입니다,1,0.01
페이스트리,1,0.01
만들기,1,0.01
있었나요,1,0.01
받을거라고,1,0.01
인메트로,1,0.01
명백한,1,0.01
unaro를,1,0.01
juliane에게,1,0.01
33,1,0.01
42,1,0.01
99로,1,0.01
정책이,1,0.01
유청단백질,1,0.01
헤모레이지,1,0.01
헤모레이지가,1,0.01
치르고,1,0.01
택배기사님,1,0.01
다녀야,1,0.01
결제는,1,0.01
상품에는,1,0.01
폭신하고,1,0.01
4cm,1,0.01
이상이라고,1,0.01
드렸더니,1,0.01
않으셨습니다,1,0.01
팔찌만,1,0.01
입하했습니다,1,0.01
상자에만,1,0.01
알려줬습니다,1,0.01
18번을,1,0.01
손가락이,1,0.01
안맞는게,1,0.01
카드수령,1,0.01
교체한,1,0.01
플레이어가,1,0.01
12일인,1,0.01
모두에서,1,0.01
16일이나,1,0.01
납땜을,1,0.01
배송업체의,1,0.01
보푸라기,1,0.01
풀림,1,0.01
시계임을,1,0.01
암시했습니다,1,0.01
기능,1,0.01
899에서,1,0.01
250으로,1,0.01
인하,1,0.01
잘못왔는데,1,0.01
쿠루,1,0.01
도와주세요아아,1,0.01
녹슬기,1,0.01
진품도,1,0.01
지출이,1,0.01
오늘의,1,0.01
tv는,1,0.01
tv가,1,0.01
tv용으로,1,0.01
바느질이,1,0.01
흐트러진,1,0.01
비슷하게,1,0.01
보이도록,1,0.01
구멍을,1,0.01
그녀에게서,1,0.01
않으려고,1,0.01
친구한테,1,0.01
팔았어요,1,0.01
엉덩이가,1,0.01
아픈,1,0.01
의자입니다,1,0.01
회개,1,0.01
상품평을,1,0.01
요구한,1,0.01
mop은,1,0.01
00미터에,1,0.01
불과합니다,1,0.01
키가,1,0.01
작아도,1,0.01
arms와,1,0.01
3월초에,1,0.01
태어났는데,1,0.01
임산부가방이,1,0.01
산게,1,0.01
안와서,1,0.01
팩으로,1,0.01
왔는지,1,0.01
발행했고,1,0.01
치료의,1,0.01
일부이며,1,0.01
입력하시면,1,0.01
결제됩니다,1,0.01
허술하게,1,0.01
상단,1,0.01
미끄러지기,1,0.01
즉석에서,1,0.01
shoptaime의,1,0.01
분노했다,1,0.01
사두었는데,1,0.01
라디오가,1,0.01
mp3만,1,0.01
얻은,1,0.01
배송했다고,1,0.01
말했는데,1,0.01
포함되며,1,0.01
발송됩니다,1,0.01
귀하와,1,0.01
옆면의,1,0.01
8살짜리,1,0.01
어른이,1,0.01
모니터링하지,1,0.01
1일부터,1,0.01
사람만이,1,0.01
것에도,1,0.01
제어가,1,0.01
미안해요,1,0.01
buddemeyer에,1,0.01
익숙합니다,1,0.01
toca,1,0.01
peixes,1,0.01
ultra도,1,0.01
허위광고를,1,0.01
하는군요,1,0.01
알코올이,1,0.01
불완전합니다,1,0.01
공급하지,1,0.01
원단의,1,0.01
종류에,1,0.01
발송되었는지에,1,0.01
늦어짐,1,0.01
2019년인,1,0.01
2018년으로,1,0.01
2통을,1,0.01
yellow로,1,0.01
낮잠,1,0.01
알렸는데,1,0.01
수령하기,1,0.01
티켓,1,0.01
2일에,1,0.01
피펫,1,0.01
피펫은,1,0.01
컴포트와,1,0.01
할부배송으로,1,0.01
주문하세요,1,0.01
미성년자인,1,0.01
손자,1,0.01
matthew를,1,0.01
lourdes,1,0.01
marli,1,0.01
barichello,1,0.01
concei,1,0.01
o가,1,0.01
파손되었기,1,0.01
헤드라이트를,1,0.01
전구,1,0.01
깜박이고,1,0.01
전구를,1,0.01
교체했는데,1,0.01
지속됩니다,1,0.01
2와,1,0.01
j7,1,0.01
넓습니다,1,0.01
a6,1,0.01
올라가므로,1,0.01
벽등은,1,0.01
안받았고,1,0.01
숫자만,1,0.01
1개월임에도,1,0.01
22일이,1,0.01
비싸기,1,0.01
터무니,1,0.01
정당화하기,1,0.01
중이어서,1,0.01
확인했지만,1,0.01
빨간색을,1,0.01
제외한,1,0.01
검토할,1,0.01
28일이었습니다,1,0.01
구매부터,1,0.01
초콜렛맛으로,1,0.01
바닐라맛이,1,0.01
속상했고,1,0.01
맛을,1,0.01
매장잘못인지,1,0.01
우체국잘못인지는,1,0.01
못받았으니,1,0.01
추천드리고,1,0.01
환불요청했어요,1,0.01
작아졌습니다,1,0.01
플렉서블,1,0.01
유연한,1,0.01
전환,1,0.01
햄홀더만,1,0.01
큐벡스정을,1,0.01
처음도,1,0.01
아울렛에서,1,0.01
방치하면,1,0.01
전송킷을,1,0.01
단백질이,1,0.01
맛은,1,0.01
가루,1,0.01
초콜릿과,1,0.01
달콤한,1,0.01
ce320a,1,0.01
128a,1,0.01
번집니다,1,0.01
버건디색,1,0.01
이불이나,1,0.01
아내를,1,0.01
깨져도,1,0.01
그랬습니다,1,0.01
누락되었다는,1,0.01
바디,1,0.01
꽃잎은,1,0.01
스티커만,1,0.01
베어링,1,0.01
시스템과,1,0.01
파이프,1,0.01
베어링에,1,0.01
플랫폼이,1,0.01
기울어졌습니다,1,0.01
렌즈에는,1,0.01
파비아나님,1,0.01
태블릿이,1,0.01
작았고,1,0.01
임페리얼,1,0.01
4피스가,1,0.01
망가졌는데도,1,0.01
배송비에,1,0.01
설정했지만,1,0.01
충족할,1,0.01
필라멘트,1,0.01
롤만,1,0.01
카트리지로,1,0.01
30장도,1,0.01
묶여,1,0.01
사용설명서가,1,0.01
사용방법에,1,0.01
참고자료가,1,0.01
멈췄어요,1,0.01
도착이,1,0.01
놀랐던,1,0.01
유닛은,1,0.01
1개뿐이었고,1,0.01
첨부된,1,0.01
말했다,1,0.01
성적을,1,0.01
5박스,1,0.01
4박스만,1,0.01
ricas를,1,0.01
추천하지는,1,0.01
필요했기,1,0.01
2010년,1,0.01
3월에,1,0.01
1개뿐입니다,1,0.01
일어날지,1,0.01
뿐이야,1,0.01
심플한,1,0.01
식탁보만,1,0.01
매트가,1,0.01
제공,1,0.01
보호법,1,0.01
세무서에서,1,0.01
추구하겠습니다,1,0.01
것인지는,1,0.01
요구하지,1,0.01
수직형을,1,0.01
수평형을,1,0.01
문의했더니,1,0.01
해주시더라구요,1,0.01
장점,1,0.01
좋다,1,0.01
이루어지면,1,0.01
ge,1,0.01
설명의,1,0.01
때문이겠죠,1,0.01
바꾸길,1,0.01
부품이라고,1,0.01
수거되어,1,0.01
double,1,0.01
송장입니다,1,0.01
회의는,1,0.01
소요되며,1,0.01
경험이었어요,1,0.01
찢었고,1,0.01
수령하라고,1,0.01
악마였습니다,1,0.01
회전식,1,0.01
7824에,1,0.01
8210을,1,0.01
슬라이서,1,0.01
블레이드,1,0.01
제품인지는,1,0.01
리필잉크카트리지인지는,1,0.01
블랙과,1,0.01
사이언을,1,0.01
배송오자마자,1,0.01
검정색만,1,0.01
누출되고,1,0.01
얘들아,1,0.01
노트10,1,0.01
4일인데,1,0.01
침대인,1,0.01
꺼려서,1,0.01
광고했던,1,0.01
당신처럼,1,0.01
병상에,1,0.01
누워,1,0.01
계시는,1,0.01
74세,1,0.01
아줌마를,1,0.01
아니고요,1,0.01
무게의,1,0.01
370,1,0.01
400이,1,0.01
승격에,1,0.01
득점은,1,0.01
이루어졌기를,1,0.01
산화된,1,0.01
41cm,1,0.01
십자가를,1,0.01
영원하신,1,0.01
신성한,1,0.01
아버지의,1,0.01
이용했기,1,0.01
11일이라고,1,0.01
되는데,1,0.01
내세요,1,0.01
알렸으며,1,0.01
금색과,1,0.01
pink,1,0.01
26일까지였는데,1,0.01
예상되었는데,1,0.01
bh로의,1,0.01
초과된,1,0.01
기한이었습니다,1,0.01
기억함,1,0.01
오늘날까지는,1,0.01
담당자를,1,0.01
멍과,1,0.01
2개나,1,0.01
예정이었으며,1,0.01
mato,1,0.01
grosso에,1,0.01
거주지에,1,0.01
juiz,1,0.01
fora,1,0.01
유리컵이,1,0.01
la680wa,1,0.01
1bdf,1,0.01
fashion,1,0.01
a159wa,1,0.01
n1df,1,0.01
보내온,1,0.01
다채로운,1,0.01
mac,1,0.01
mini에서,1,0.01
페어링할,1,0.01
mac과의,1,0.01
호환성은,1,0.01
수요일,1,0.01
moon,1,0.01
ball,1,0.01
34cm,1,0.01
브러시드를,1,0.01
결제일로부터,1,0.01
항의문을,1,0.01
올렸는데,1,0.01
존경심과,1,0.01
부정직함이,1,0.01
사양에는,1,0.01
가죽이라고,1,0.01
소재입니다,1,0.01
8용이었고,1,0.01
카메드와,1,0.01
s8용이었습니다,1,0.01
발생,1,0.01
번째라서,1,0.01
작동하려면,1,0.01
프로컴을,1,0.01
13월,1,0.01
25일까지,1,0.01
경고합니다,1,0.01
인터넷에,1,0.01
엑스,1,0.01
20으로,1,0.01
22일이며,1,0.01
하루가,1,0.01
월요일까지,1,0.01
은행에,1,0.01
2건을,1,0.01
반환하고,1,0.01
보류하도록,1,0.01
완장,1,0.01
안좋다는,1,0.01
제보를,1,0.01
박람회,1,0.01
제품같네요,1,0.01
싱링,1,0.01
절묘한,1,0.01
식료품,1,0.01
더러워져,1,0.01
깨끗하게,1,0.01
유지할,1,0.01
업무용으로,1,0.01
프로토콜로,1,0.01
들어갔을,1,0.01
영역이었습니다,1,0.01
협상의,1,0.01
중개지였던,1,0.01
조속한,1,0.01
나누어져,1,0.01
결정하기를,1,0.01
수령인에게,1,0.01
빛을,1,0.01
차단하는,1,0.01
제품과도,1,0.01
입고당일,1,0.01
기다리고있어요,1,0.01
3이,1,0.01
토너만,1,0.01
수도꼭지에서,1,0.01
기존,1,0.01
수도꼭지를,1,0.01
문이,1,0.01
srs,1,0.01
가짜이며,1,0.01
17로부터,1,0.01
부재를,1,0.01
수도꼭지는,1,0.01
작업,1,0.01
제품임에도,1,0.01
최고의,1,0.01
만족시키지,1,0.01
옳지,1,0.01
무례했습니다,1,0.01
초소형,1,0.01
오렌지색처럼,1,0.01
미쓰비시,1,0.01
tr4용,1,0.01
tr4,1,0.01
고무매트가,1,0.01
발생하니,1,0.01
이것만큼,1,0.01
수업은,1,0.01
선인장,1,0.01
올드,1,0.01
15일을,1,0.01
000ml의,1,0.01
300ml짜리,1,0.01
설명조차,1,0.01
쇼핑하지,1,0.01
반조명,1,0.01
오픈이,1,0.01
남았기,1,0.01
절망적입니다,1,0.01
제품으로의,1,0.01
구성됩니다,1,0.01
판매했습니다,1,0.01
포맷한,1,0.01
멈췄고,1,0.01
보고하기,1,0.01
지원팀에,1,0.01
해결해주기를,1,0.01
배치를,1,0.01
트라몬티나,1,0.01
제조기는,1,0.01
revoflex가,1,0.01
파손되고,1,0.01
바꾸는지,1,0.01
없으니까,1,0.01
지연되므로,1,0.01
비밀,1,0.01
목재도,1,0.01
안전용품은,1,0.01
속이,1,0.01
부착하는,1,0.01
고무줄도,1,0.01
에코파티오,1,0.01
변기인데,1,0.01
분수대는,1,0.01
방식에,1,0.01
보고된,1,0.01
감속기,1,0.01
반품요청하셨습니다,1,0.01
훌륭했지만,1,0.01
걸레통을,1,0.01
빛난다고,1,0.01
밤에는,1,0.01
나야,1,0.01
인슐린,1,0.01
계열,1,0.01
약품을,1,0.01
논리적이어야,1,0.01
vainia,1,0.01
cia,1,0.01
visa,1,0.01
신용카드를,1,0.01
연회비가,1,0.01
없는지,1,0.01
정상이지만,1,0.01
못했는지에,1,0.01
귀엽지만,1,0.01
본체에,1,0.01
주문했다가,1,0.01
댓글로,1,0.01
취소하기로,1,0.01
진행했습니다,1,0.01
조이코,1,0.01
트레먼트,1,0.01
모이스처,1,0.01
리커버리,1,0.01
마스카라,1,0.01
공제되었으므로,1,0.01
진행되는지,1,0.01
구매취소,1,0.01
문의하니,1,0.01
일주일째,1,0.01
뭐라,1,0.01
안해주시네요,1,0.01
전액을,1,0.01
석습니다,1,0.01
옵션에서,1,0.01
부주의함,1,0.01
pem을,1,0.01
결제했으니,1,0.01
신의,1,0.01
사랑을,1,0.01
인간과,1,0.01
ura로는,1,0.01
거네요,1,0.01
케이블로,1,0.01
컴퓨터가,1,0.01
27이었고,1,0.01
특급,1,0.01
안개가,1,0.01
안오길,1,0.01
1시간이었는데,1,0.01
길어지다가,1,0.01
생각지도,1,0.01
타월이,1,0.01
타월과,1,0.01
곰팡이가,1,0.01
며칠전에,1,0.01
미니트랜스포머를,1,0.01
내꺼엔,1,0.01
늑대가,1,0.01
만든거야,1,0.01
활동을,1,0.01
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1,0.01
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,1,0.01
보완적인,1,0.01
품목이고,1,0.01
거부하고,1,0.01
반품되었으므로,1,0.01
재구매를,1,0.01
판매자에게서,1,0.01
엄수와,1,0.01
협력할,1,0.01
것이라고는,1,0.01
기대하지,1,0.01
master,1,0.01
standard,1,0.01
불가능하여,1,0.01
제품정보를,1,0.01
쫓아가서,1,0.01
사야하고,1,0.01
안받아야지,1,0.01
전동칫솔을,1,0.01
제품이더라구요,1,0.01
스탠드를,1,0.01
찾아주세요,1,0.01
작았지만,1,0.01
fragia,1,0.01
c가,1,0.01
색깔이,1,0.01
분리해,1,0.01
놓고,1,0.01
벨도,1,0.01
울리고,1,0.01
맡겨놔서,1,0.01
찾아가느라,1,0.01
고생했어요,1,0.01
조립부품이,1,0.01
양고기를,1,0.01
사야했는데,1,0.01
남용,1,0.01
부가가치가,1,0.01
국제,1,0.01
답하다,1,0.01
본인에게,1,0.01
지갑케이스,1,0.01
커버인데,1,0.01
트리머가,1,0.01
마스크를,1,0.01
제시한,1,0.01
배수구,1,0.01
배수관,1,0.01
저하되었으며,1,0.01
해결될지,1,0.01
충전하러,1,0.01
올라,1,0.01
뒷커버가,1,0.01
열리더군요,1,0.01
요컨대,1,0.01
카자마,1,0.01
잃었나요,1,0.01
권을,1,0.01
영수증도,1,0.01
불만이나,1,0.01
기능과,1,0.01
아름다움을,1,0.01
감상하는,1,0.01
지장을,1,0.01
물질,1,0.01
낫다고,1,0.01
생각했다,1,0.01
장소인,1,0.01
상파울루를,1,0.01
pac를,1,0.01
거였어요,1,0.01
고르지,1,0.01
사람과의,1,0.01
mercadolibre와,1,0.01
연락처가,1,0.01
hard,1,0.01
2300g,1,0.01
integralm,1,0.01
dica,1,0.01
브랜드로부터,1,0.01
bccaa도,1,0.01
킹이불,1,0.01
커플로,1,0.01
원본인지는,1,0.01
01개로,1,0.01
배송될지는,1,0.01
경우에도,1,0.01
결제로,1,0.01
가능해져서,1,0.01
교환기한을,1,0.01
놓쳤습니다,1,0.01
절뚝거리고,1,0.01
끼치는,1,0.01
머물러야,1,0.01
팔콘을,1,0.01
사고,1,0.01
앤트맨을,1,0.01
p19,1,0.01
p17,1,0.01
플레이트만,1,0.01
믿을만해요,1,0.01
올해도,1,0.01
대답합니다,1,0.01
사전이야,1,0.01
거짓말쟁이,1,0.01
차감됐네요,1,0.01
카드쇼,1,0.01
어디,1,0.01
2마리,1,0.01
1마리만,1,0.01
홀더와,1,0.01
배달하기로,1,0.01
우연히,1,0.01
품목인,1,0.01
후자만,1,0.01
주를,1,0.01
결제한지,1,0.01
라벨도,1,0.01
업데이트를,1,0.01
2달만에,1,0.01
당장,1,0.01
져야,1,0.01
게재합니다,1,0.01
미국이,1,0.01
역겨워요,1,0.01
라인에서,1,0.01
무게와,1,0.01
병은,1,0.01
5l가,1,0.01
캡까지,1,0.01
채워지지도,1,0.01
그다지,1,0.01
제게는,1,0.01
가격만큼의,1,0.01
많아,1,0.01
호로파를,1,0.01
은행나무를,1,0.01
강력히,1,0.01
배수구가,1,0.01
스테인리스,1,0.01
스틸이,1,0.01
녹슬고,1,0.01
저희도,1,0.01
아기띠만,1,0.01
지원은,1,0.01
초콜렛을,1,0.01
다크,1,0.01
초콜렛이,1,0.01
whal,1,0.01
수신된,1,0.01
톤이,1,0.01
톤과,1,0.01
기울여,1,0.01
제작되지,1,0.01
가죽의,1,0.01
플레이트보다,1,0.01
방지하려면,1,0.01
제조업체에서,1,0.01
movement,1,0.01
lx,1,0.01
150,1,0.01
런닝머신용,1,0.01
타포린,1,0.01
코리노에서,1,0.01
패브릭으로,1,0.01
보쉬랑,1,0.01
속았어요,1,0.01
구매할때,1,0.01
안썼는데,1,0.01
놀랐어요,1,0.01
저런,1,0.01
triskle,1,0.01
럭셔리,1,0.01
골드색상이,1,0.01
통해서,1,0.01
반송이,1,0.01
안쓰는,1,0.01
결제하게,1,0.01
배송마감일은,1,0.01
05이었는데,1,0.01
05까지,1,0.01
반품과,1,0.01
목걸이는,1,0.01
필요해,1,0.01
껍질이,1,0.01
뭉개져,1,0.01
긴급교환을,1,0.01
측으로부터,1,0.01
자동차용,1,0.01
crossfox,1,0.01
밝히지,1,0.01
우수함에도,1,0.01
등록이,1,0.01
나서야,1,0.01
변경했고,1,0.01
주고받았습니다,1,0.01
지저분합니다,1,0.01
테프론은,1,0.01
요리할,1,0.01
설거지를,1,0.01
찌그러질,1,0.01
4개도,1,0.01
3대,1,0.01
전구가,1,0.01
물리치료사인데,1,0.01
수령기한이,1,0.01
19이었는데,1,0.01
기미가,1,0.01
며칠간,1,0.01
보자,1,0.01
자동실감기,1,0.01
고정실이,1,0.01
연락드리겠습니다,1,0.01
늦어서인지는,1,0.01
놔둬야,1,0.01
들으실,1,0.01
꺼지는데,1,0.01
paulo,1,0.01
bel,1,0.01
pa로,1,0.01
갔지만,1,0.01
18일인데,1,0.01
16일인,1,0.01
지연되는지,1,0.01
목적,1,0.01
예정일,1,0.01
사용되었음을,1,0.01
떴는데,1,0.01
관리,1,0.01
분노하며,1,0.01
1회,1,0.01
2회를,1,0.01
예정이므로,1,0.01
전화하여,1,0.01
설명하거나,1,0.01
싶어하지만,1,0.01
지불해야합니다,1,0.01
싶어하는,1,0.01
완성품으로,1,0.01
줬습니다,1,0.01
될까요,1,0.01
소켓과,1,0.01
잘되면,1,0.01
4월까지,1,0.01
리우데자네이루에도,1,0.01
교정용,1,0.01
분동,1,0.01
소파커버를,1,0.01
카펫의,1,0.01
만지기만,1,0.01
자체에서,1,0.01
소모품이,1,0.01
라벨에,1,0.01
도색되지,1,0.01
써본,1,0.01
별로인데,1,0.01
밀착된다는,1,0.01
엄수하지,1,0.01
드렸지만,1,0.01
고용된,1,0.01
서명하기,1,0.01
가져가겠다고,1,0.01
위협했습니다,1,0.01
서명하자마자,1,0.01
도망갔습니다,1,0.01
외관의,1,0.01
전면,1,0.01
닳고,1,0.01
예전에,1,0.01
비슷하고,1,0.01
퀸사이즈,1,0.01
